customer_id,days_since_last_order,avg_order_count_weekly,avg_order_count_monthly,avg_order_total_weekly,avg_order_total_monthly
02e4504b-872b-4a66-8c2f-15e6aa6db41d,6,0.7209,3.1000,123.937674,532.932000
02e9eb57-d9dd-4803-bfd0-04adc6081c0a,26,0.7368,2.8000,78.913684,299.872000
02ee0297-e42d-4c03-b15f-7be28c226bea,94,0.1053,0.4000,5.638947,21.428000
02f1ce8e-27b4-40aa-91f9-ca90184900e2,11,0.3750,1.6154,21.217500,91.398462
02f489e9-a0c6-4f03-9a95-921be778e8aa,158,0,0,0,0
02ff4135-d715-4218-af4d-97a8ef627659,69,0.5000,2.0000,48.090000,192.360000
0300b15f-216c-4adb-9fc1-4eebaecc7a3a,49,0.3846,1.6667,22.400000,97.066667
0300c9fc-af36-4864-8a6c-f956773378ac,4,0,0,0,0
030121ff-869d-4a11-b873-a21d7be00d58,152,0.1579,0.6000,16.757895,63.680000
0304a020-3955-4815-a8c4-2bb200b88d0f,142,0.3333,1.3333,6.468333,25.873333
030880dc-d68f-490f-8d52-6c5f456c4fa9,61,0,0,0,0
030baa09-8dea-474e-8a63-5158c54ffb93,202,0.1176,0.5000,6.710588,28.520000
030d027c-ff55-4c11-ae24-c793dc721bd0,118,0,0,0,0
030d7aeb-7f65-41d2-833d-40e4ef60e70b,364,0,0,0,0
03101bfa-7e1f-4b4f-9060-01ccbef946a4,139,0,0,0,0
03171b0e-9c6b-442c-af5a-bb992f2ed7af,15,0.5500,2.2000,58.708500,234.834000
03241f37-9062-4df4-b42c-7dcabe3ac871,6,0,0,0,0
032bc112-f847-4001-ab6c-3404a659e8a7,262,0,0,0,0
03314cfd-60ea-4b9a-86d4-84692f5771d5,90,0.3704,1.4286,23.477037,90.554286
0332c6d7-899d-4241-9a71-e580049a0933,28,0.1111,0.4000,5.628333,20.262000
0335ae88-56d0-4910-a49f-71c5b53f1cd5,39,0,0,0,0
03369b80-9617-4a5a-bc0f-30baa500b9bc,26,0,0,0,0
033922d4-7460-4bb0-afe8-65c0de29448e,6,0.4545,1.6667,40.139091,147.176667
033a3be4-66e0-4269-8a14-9f57d6e8d405,290,0.2222,1.0000,27.866667,125.400000
033dc35c-ee86-48f8-8ccb-d0347fdb394f,173,0.2174,0.8333,24.232609,92.891667
033f7c19-7100-48a4-90f2-917059a4975e,76,2.0000,2.0000,390.650000,390.650000
034e6184-db33-4c38-a65b-22d7d0da40a3,197,0.4444,1.3333,17.486667,52.460000
0351fd95-3d8c-4972-aff8-dcfe6a8020e3,210,0.6667,2.0000,109.146667,327.440000
035a717f-6849-4db4-a9f5-3ac4475c88f9,22,0.1923,0.7143,27.054615,100.488571
035a9c44-c446-4e38-9acd-90523d1d627b,67,0.3333,1.3333,56.330833,225.323333
035e89d7-9bb6-4419-81d9-ee212277b3ca,29,0,0,0,0
0361edf2-ffeb-4933-859c-eb41bbbb85f0,11,0.4118,1.7500,20.018235,85.077500
03639a7d-2fe0-4c02-ad31-c6ccbfda36fa,99,0.1220,0.5000,15.844146,64.961000
03647aae-bb47-4cb3-a279-354c43288203,27,0.4878,2.0000,80.474390,329.945000
03664b75-a723-40f0-8891-3b6e07a2e7c1,168,0,0,0,0
0368f8d2-8584-4b89-88ef-33925cab6574,4,1.3333,5.4286,140.163333,570.665000
036ee3a8-2438-4c0a-83d3-226a16f7368d,14,1.0000,3.3333,49.800000,166.000000
036f7521-0665-4d0e-9a29-a4c762ffeb58,363,0,0,0,0
03745ff4-4dbc-44e5-9b60-ebbe99671292,284,0,0,0,0
03760598-012f-49b4-80be-27f956e6ceb4,233,0,0,0,0
038c6833-9ce0-464b-99a2-f58b7eeabbe6,153,0.8000,4.0000,63.002000,315.010000
0390c349-25b4-4b2b-90ef-fbca2fec1985,17,0.3750,1.5000,42.836250,171.345000
0394b01f-7aa4-4027-93a3-ddc1304be3c0,233,0.5000,2.0000,27.897500,111.590000
03956323-f847-43ab-9258-800be20ec1c6,7,0.0652,0.2727,7.304783,30.547273
039a73ee-1a01-4d03-a91c-cfa4d149b325,66,0.1071,0.4286,5.642500,22.570000
039d83fc-71ce-40b5-bdc3-e92994f22230,48,0.2083,0.8333,13.905000,55.620000
03a25d17-7407-4d5e-af5d-ffeab6920d19,243,0.5714,2.0000,34.154286,119.540000
03b43de8-38ea-4729-83b6-245523eea37e,77,0,0,0,0
03b9342d-d31a-4f67-87a9-c839809e11ef,5,1.1273,4.7692,50.080364,211.878462
03c00315-e46c-44dc-9802-a0aa9868eaf0,201,1.0000,4.0000,35.343750,141.375000
03c1232e-c2b2-4c98-87b4-66e046ba8603,169,0.0968,0.3750,8.087742,31.340000
03c3c7fe-2cac-4124-a70c-dab17059cec0,321,0.1667,0.6667,22.557500,90.230000
03cbecd8-08c0-4ac5-90db-43a8fc4dd66b,20,0.3000,1.0000,45.229000,150.763333
03cded2f-55cf-47f7-b2d5-0e56a0b253b5,373,1.0000,3.0000,117.190000,351.570000
03d5ed4d-54c4-4545-86e8-f72d3c09356d,13,0.3922,1.6667,17.871176,75.952500
03d6ccd9-9530-4160-8bdc-25fd27abb61b,46,0,0,0,0
03d8d731-6f48-4f32-b01a-0bd44356d3ad,40,0.6000,1.5000,99.658000,249.145000
03dd4ee8-b476-492b-9574-77778c9c10d4,56,0.3500,1.4000,15.775000,63.100000
03de2d81-6076-43c0-9608-b04cab89d565,110,0,0,0,0
03e986e3-9975-47df-b199-96e7d5765c0c,58,0.5814,2.5000,59.326744,255.105000
03ec60c2-a980-48cc-a22e-2d636a1d34aa,11,0.2241,0.9286,26.496552,109.771429
03ede974-24a8-4a8b-a402-b93f56f8fef5,57,0.5000,2.0000,21.215000,84.860000
03f0d7dd-1114-41f7-b63b-4f2087a71f7a,82,0.3000,1.0000,17.258000,57.526667
03f686fa-b511-4b20-bd38-fe49215e7d5d,207,0,0,0,0
03fe3bfd-a34d-4fbb-933e-e52b764532c0,31,1.5000,4.5000,217.085000,651.255000
04005484-bcf4-4a1c-9d5f-26497c953f6f,222,0.5000,2.0000,43.682500,174.730000
040804c8-3001-70a9-0564-1f70f56ecca8,378,0.6667,2.0000,35.713333,107.140000
04082408-6021-70bd-c064-b46ef706b586,5,0.5862,2.4286,75.797069,314.016429
04087254-868c-475c-884f-dc36faa8475c,18,0.4706,2.0000,23.943529,101.760000
0408a478-20a1-7079-da8a-40f664e46178,9,0.2000,0.8462,24.343273,102.990769
0408a498-30d1-708a-c72b-933fbe8726c0,35,0.7455,3.1538,40.207091,170.106923
0408c4a8-d081-7010-1755-0efb4c8fab82,55,0.0455,0.1818,5.330000,21.320000
0408d494-02b5-439b-be1a-88dddb530458,4,0.4237,1.7857,30.878305,130.130000
0408f4d8-e081-7013-2dd2-d62cda14b39a,216,0.0800,0.3333,5.955200,24.813333
0415c943-a6dd-4b22-814a-1ab200bf47f1,210,0.2500,1.0000,23.740000,94.960000
04174c2f-3975-4777-a17f-dd962fac3b87,40,0.4167,1.6667,28.235417,112.941667
04180438-5061-706c-e82e-c318fd57d53d,109,0.0455,0.1818,2.017955,8.071818
04181488-a0b1-7086-7fe0-84e923173f91,60,0.1400,0.5833,12.085400,50.355833
041814e8-f0b1-70dc-3daa-6a6b8a27338d,5,0.4576,1.9286,54.642034,230.277143
04186488-50d1-70e1-6769-34a2eb1fd73c,11,0.0769,0.3333,10.519615,45.585000
04189428-40b1-70ab-14e8-17680a7c8461,95,1.0476,4.4000,47.592619,199.889000
04189438-f0b1-70f3-e071-0fc18908985b,6,0.3889,1.5556,16.473889,65.895556
041894d8-9001-7043-a138-a1206d4c34d3,11,1.8103,7.5000,147.023276,609.096429
0418b4d8-80f1-70c7-5f3a-bcc071f3a5bd,12,0.1471,0.6250,8.643235,36.733750
0418d468-0011-7045-356d-954876fb3a93,414,0,0,0,0
0418f53e-5f2b-420b-8c7b-04b68f96db74,122,0,0,0,0
041df9cb-28cf-4667-acbf-ffe8f6468599,161,0,0,0,0
042804e8-4041-7045-4745-392907a8fe1e,14,0.2982,1.2143,47.511228,193.438571
04281498-30d1-705d-45fb-d254ff8f4b80,43,0.4717,1.9231,52.350000,213.426923
042824a8-e061-70cd-52b1-3573520175a3,97,0.1667,0.7000,18.482619,77.627000
042844e8-5091-7013-18e0-6bd05176ea94,39,0.2642,1.0769,31.140566,126.957692
04287458-e0c1-703b-6908-6b7648041254,23,0.3548,1.3750,17.323226,67.127500
042884d8-d041-70fd-3c06-1f4dbbd6857f,222,1.0000,2.0000,53.570000,107.140000
042884d8-f0b1-70a6-8eb1-468a1d41155b,60,0,0,0,0
0428d488-a021-7017-eb0c-749582e53c5d,21,0.4821,1.9286,47.660179,190.640714
0428e468-e0f1-702d-5d06-c36370f65d71,7,0.9091,3.8462,98.577455,417.058462
0428e4a8-80b1-700a-3344-7c687aee2aa5,5,0.6000,2.4000,52.761000,211.044000
04381498-d0e1-7017-8d30-76a7584a3956,90,0.0909,0.4000,5.416818,23.834000
043824b8-2081-7047-a5a0-c45f65540ad5,8,0.2340,1.0000,20.042340,85.635455
04386448-80c1-70d0-ff4b-1e1d1e3967b6,22,0.3333,1.4000,74.663333,313.586000
04387666-b59b-4785-9cb0-fde615247310,42,0.1250,0.5000,4.571667,18.286667
043884e8-10b1-70ab-0262-8b87055793ce,24,1.1071,4.7692,107.547143,463.280000
0438d4d8-c001-7084-ae37-2af17402ff15,31,0.4630,1.9231,79.177963,328.893077
0438e4b8-2081-70af-9e70-6b8dde210dac,74,0.2222,0.9091,34.865333,142.630909
0438f418-2001-70d0-6c76-c612ec7a7e07,11,0.3621,1.5000,34.872414,144.471429
04404a16-5811-45e9-925b-62150e8eef10,91,0.1304,0.5000,3.207391,12.295000
044362e9-d719-4dca-8f9a-fbf5584fcc1e,294,0,0,0,0
04487438-70d1-70de-d288-11b7ac4e2088,5,1.1667,5.0000,89.270500,382.587857
04488428-1031-7075-9d6f-787128a32ce0,42,0.1915,0.8182,12.029149,51.397273
04489438-c081-702c-1c59-9ff301a19597,6,0.3729,1.5714,47.118814,198.572143
0448a408-7071-70a5-7ebc-2c8669dea6c9,10,0.6429,2.7692,46.506786,200.336923
0448a4b8-50d1-7072-59fb-314c5f1cc837,18,0.0612,0.2500,3.079796,12.575833
0448b488-5021-70ba-d649-0b1c520ed1d1,9,0.2281,0.9286,33.496667,136.379286
0448d408-c031-70a1-2b1a-f82cb49bb297,14,1.0877,4.4286,53.958421,219.687857
0448e468-1011-70cf-db06-9bea3f4e97fc,56,0.1042,0.4167,20.316667,81.266667
0448f488-10e1-704e-5edd-4e593cc584b7,13,0.1897,0.7857,5.861552,24.283571
04580418-e081-7005-f3d6-5b071674fcb3,97,0.1538,0.5000,12.230769,39.750000
04581428-5061-7040-c5aa-f9509d8cffb2,16,0.5789,2.3571,40.324912,164.180000
045834e8-4071-70b4-8b4c-82123ca221b6,135,1.6585,6.8000,177.418293,727.415000
0458b4c8-b081-7075-29dd-372e2c5ec0fa,21,0.9474,3.8571,66.857193,272.204286
0458c478-4001-7048-26f0-e395aa08aa24,178,1.2333,5.2857,84.684333,362.932857
0458f468-4031-7096-09e5-e04106a3f668,7,0.5345,2.2143,96.037069,397.867857
0458f468-9061-7066-3587-76739b3d4b54,9,0.1628,0.7000,15.701860,67.518000
045f071f-bce1-49a9-b777-145e58b107f7,367,0,0,0,0
0463d982-e995-43a4-b5d6-d23205ef9659,60,0,0,0,0
0465d452-df2f-425f-826f-a2ea6f9ced29,8,0.5152,2.1250,47.884545,197.523750
046824a8-9091-705f-f39d-958ea80b7d18,8,0.8246,3.3571,55.042105,224.100000
046844c8-f0b1-707a-4153-98bb0d1ffafe,5,2.7966,11.7857,158.131356,666.410714
04689478-5081-700f-dd16-d802aac2077b,69,1.0000,3.5000,79.985714,279.950000
0468b458-3061-7032-bb43-b711f0eb2770,24,0.2037,0.8462,10.765556,44.718462
0468b498-2051-708f-32fc-a44cdbabd71f,7,1.2034,5.0714,91.543898,385.792143
0468b4b8-10a1-7080-19b5-b7e6b37ddcfe,195,0.1500,0.6000,10.177500,40.710000
0468d428-4061-70d3-8170-b2ac9464841c,307,2.0000,2.0000,231.700000,231.700000
046fb22a-c448-4789-afc0-c0356c06d5d6,76,0.4490,1.8333,36.083673,147.341667
0470d7f5-fefb-4989-aadd-bba0348e65fc,22,0,0,0,0
047824c8-6091-7081-2944-490450860934,6,0.3448,1.4286,25.667586,106.337143
04785408-7031-70ab-61d5-fb76d8a0f8c2,201,0,0,0,0
047894c8-c0d1-706d-56be-d2bdad2281f0,188,0.1000,0.4000,14.360500,57.442000
0478a4a8-c0c1-7031-d820-615d641ccafe,297,0.1333,0.5000,4.084000,15.315000
0478b468-20f1-70d9-187f-9ed58df1cd15,47,0.2381,1.0000,28.707619,120.572000
0479d115-6940-4aeb-b313-9a9e6d6a0455,10,0.5763,2.4286,29.208305,123.092143
047d2a06-f961-4b14-a716-0e1291dde3f8,293,2.0000,2.0000,188.200000,188.200000
048843cd-5040-480a-aeaf-7ed0713fe072,95,0,0,0,0
048854b8-7021-7058-da69-851e93436208,5,2.6949,11.3571,92.307458,389.010000
04887448-00f1-7035-b80e-603d64b15d0a,6,0.1250,0.5000,17.005750,68.023000
04889448-d0f1-700c-4f4d-b2daf71d6227,6,0.6182,2.6154,68.282364,288.886923
0488a4f8-e0a1-708e-a2ac-9fb5dcc518a2,4,0.6441,2.7143,34.508983,145.430714
0488b4c8-9071-7028-2de9-28a2ab92cb63,4,0.5085,2.1429,107.958136,454.966429
0488f428-7051-7053-adcb-9e3e293d12dc,76,0.1818,0.6667,29.750000,109.083333
0490e09a-791e-4676-a9f9-cd73dc8bd7d3,157,0,0,0,0
0495f2fe-5ac8-4f3d-aad6-11154bda1d14,57,0,0,0,0
049834c8-a0d1-701d-1bf9-83a82ddffc6c,102,0.1000,0.4000,10.662250,42.649000
04984468-c0b1-7052-3946-54a43c3d2d46,76,0.0976,0.4000,7.541951,30.922000
049884b8-10c1-70e1-144c-02d7c05cd328,8,1.3158,5.3571,42.679649,173.767143
049b1704-b35d-48a7-aff8-75f9fc41dd2b,113,0.1429,0.5000,12.861429,45.015000
049c403a-125a-4707-b329-9508dcd6b5d2,76,1.0000,2.0000,57.785000,115.570000
049f05c6-71fa-4115-81b1-eed3259d1ce1,72,0.6190,2.6000,88.973810,373.690000
04a82448-3051-7043-bc2d-fca02f6f8718,49,0,0,0,0
04a82458-6001-7057-da63-c8d5b147ded1,28,1.1273,4.7692,71.108364,300.843077
04a834a8-3021-7037-0ee5-87b15e9c4523,102,0,0,0,0
04a87498-6061-70d7-9b8a-8a6c28158073,111,0.2051,0.8889,34.044615,147.526667
04a874f8-60e1-70d2-f0b1-a6d39b03869b,9,1.0000,4.0000,38.962500,155.850000
04a88458-8031-706b-5d85-ceb11848bbb1,15,0.1087,0.4545,9.312391,38.942727
04a8a4a8-20d1-70a2-d750-84d397a6ed5b,8,0.7193,2.9286,59.684211,243.000000
04a8d458-8031-7058-a03e-320cbabd3792,8,0.2000,0.8182,7.336444,30.012727
04b80438-b0a1-7016-d36d-93facda75860,14,0.4912,2.0000,32.305614,131.530000
04b884d8-e0d1-70a1-35cf-7add63ebb7c1,49,0.7547,3.0769,45.273774,184.577692
04b894f8-b001-707c-1db1-c815221aba18,140,1.1026,4.7778,68.995641,298.981111
04b8d438-70b1-70db-f4b8-fb761ccb4ec1,23,0.5000,2.1538,36.236071,156.093846
04bd2dd4-bc21-4ebe-b02e-01be1245409a,8,0.8837,3.8000,64.055349,275.438000
04c824e8-2001-7096-e880-65353a76f75b,290,0.4444,2.0000,33.315556,149.920000
04c86408-7091-70ef-eddd-7043750f9a2d,41,0.2857,1.0000,13.358571,46.755000
04c89448-30a1-70a7-7ca1-0e79798870d4,16,0.1739,0.7273,18.265000,76.380909
04c8a324-4fee-43a4-ae4a-b04fcc2d9ac9,377,0,0,0,0
04c8a418-3061-7030-f02f-3ec7ba0b8294,81,0.1290,0.5000,7.783226,30.160000
04c8c408-20c1-70ed-50e9-196008046cca,272,0.9524,4.0000,22.083810,92.752000
04c8c458-c071-709c-f754-368b24dfeb84,361,0,0,0,0
04c8f4a8-4071-705b-0c75-f49805296c33,53,0.1176,0.5000,15.817647,67.225000
04cb3daa-48ef-4743-8887-0e3f3df29f1b,9,0.7407,3.0769,38.129630,158.384615
04d361cc-48a7-464f-aa27-6e32db7de858,76,0.4667,1.9091,16.954889,69.360909
04d854c8-0021-70f7-ca36-f9c27f316d28,4,0.4333,1.8571,16.205500,69.452143
04d86498-c0f1-7089-36dc-8a2df53585a7,274,0.5500,2.2000,18.018500,72.074000
04d87458-6091-707e-dfb7-2142f7197de8,29,0.5893,2.5385,88.509821,381.273077
04d88448-d001-7002-ed35-234f44b91137,5,2.7667,11.8571,267.085000,1144.650000
04d88488-f0a1-7009-fb15-b73f41305a19,181,0.2143,0.7500,13.030714,45.607500
04d8b4c8-6001-70f5-aa4b-f4caf16d2709,241,0,0,0,0
04d8d448-4011-70dd-7b6c-9834e8e1041c,81,0.2340,1.0000,10.553191,45.090909
04d8f418-f041-705f-56c7-cb0da0082184,167,0.1944,0.7778,13.515278,54.061111
04d8f4d8-9061-70fb-5860-451a7a3ce813,36,0.5636,2.3846,30.075636,127.243077
04da454f-7b4a-4396-84eb-cb91509cde2d,7,0.3333,1.5000,25.923333,116.655000
04e72f80-e671-41f0-8b61-a59beadf53a3,11,0.0926,0.3846,3.480926,14.459231
04e7b873-5c2e-4092-aec3-45671e8e7946,66,0.4792,1.9167,28.414583,113.658333
04e80448-c0c1-7097-3499-46d9281346d1,40,0.1569,0.6667,25.797843,109.640833
04e82448-7041-70b4-b86d-3beb46cc10cb,21,0.3214,1.3846,43.831429,188.812308
